t,epoch,loss,val_loss,ivw,evw,ivw_ann,wp_loss,triax_loss
266,267.0,6.99964e-09,5.324954e-09,59644.223,59655.867,59637.473,0.0,0.0
267,268.0,2.1168747e-09,2.4337747e-09,70675.59,70698.95,70723.97,0.0,0.0
268,269.0,9.614249e-10,3.2705512e-09,66593.6,66604.97,66633.01,0.0,0.0
269,270.0,2.7707596e-09,3.2645466e-09,66593.62,66604.97,66583.66,0.0,0.0
270,271.0,1.6639378e-09,8.035603e-09,78053.83,78112.39,78179.57,0.0,0.0
271,272.0,9.239774e-09,5.70884e-09,59644.23,59655.867,59628.145,0.0,0.0
272,273.0,1.8789774e-09,5.0568234e-09,44329.285,44198.254,44187.277,0.0,0.0
273,274.0,7.1236834e-09,8.521727e-09,70675.59,70704.56,70657.445,0.0,0.0
274,275.0,3.902807e-09,5.2193503e-09,44058.598,43926.207,43916.887,0.0,0.0
275,276.0,2.9758702e-09,1.3606067e-08,76862.945,76917.945,76882.945,0.0,0.0
276,277.0,3.6711123e-09,4.1538564e-09,49736.21,49722.68,49759.926,0.0,0.0
277,278.0,1.0194305e-09,2.71486e-09,70675.586,70704.555,70733.72,0.0,0.0
278,279.0,1.0636168e-09,3.4347372e-09,90018.336,90103.12,90104.08,0.0,0.0
279,280.0,4.600642e-09,7.1637434e-09,79365.305,79442.02,79419.91,0.0,0.0
280,281.0,2.4910907e-09,9.8912665e-09,45239.586,45109.125,45117.613,0.0,0.0
281,282.0,3.3669458e-09,4.132826e-09,49736.215,49722.68,49768.203,0.0,0.0
282,283.0,3.5462644e-09,6.117006e-09,89607.336,89690.97,89649.08,0.0,0.0
283,284.0,6.385751e-09,1.8951129e-08,61176.973,61165.02,61180.457,0.0,0.0
284,285.0,1.4767615e-09,5.3233506e-09,73025.53,73055.5,73088.66,0.0,0.0
285,286.0,2.789085e-09,8.669291e-09,59644.223,59655.867,59595.516,0.0,0.0
286,287.0,5.359503e-09,1.1127149e-08,45844.41,45714.08,45714.145,0.0,0.0
287,288.0,2.3196776e-09,7.488712e-09,76862.94,76917.96,76963.02,0.0,0.0
288,289.0,8.30257e-10,2.751581e-09,90325.57,90408.875,90375.74,0.0,0.0
289,290.0,9.089842e-10,5.8049934e-09,89280.91,89364.14,89367.27,0.0,0.0
290,291.0,1.6334804e-09,9.374801e-09,73025.53,73055.51,73078.695,0.0,0.0
291,292.0,1.5307492e-09,2.4348716e-09,54207.27,54150.805,54133.844,0.0,0.0
292,293.0,1.0563913e-09,6.6022303e-09,61176.973,61165.027,61171.367,0.0,0.0
293,294.0,3.257969e-09,1.0197454e-08,88609.234,88690.305,88638.45,0.0,0.0
294,295.0,2.8121288e-09,8.916162e-09,61176.965,61173.652,61108.902,0.0,0.0
295,296.0,9.41878e-10,4.9259015e-09,90784.195,90870.664,90835.53,0.0,0.0
296,297.0,2.3710178e-09,2.0233415e-08,73025.53,73055.5,73058.945,0.0,0.0
297,298.0,2.4795959e-09,3.155173e-09,49736.21,49722.676,49757.453,0.0,0.0
298,299.0,2.4307725e-09,6.5884844e-09,61176.973,61173.652,61138.008,0.0,0.0
299,300.0,7.3872193e-09,7.94635e-09,70675.59,70704.56,70592.26,0.0,0.0
300,301.0,8.6733437e-10,5.0075175e-09,79365.305,79442.01,79423.47,0.0,0.0
301,302.0,4.772774e-09,6.410356e-09,49736.21,49722.68,49712.082,0.0,0.0
302,303.0,8.635628e-10,2.3071487e-09,70675.59,70704.555,70726.555,0.0,0.0
303,304.0,2.6200548e-09,4.364379e-09,79365.305,79442.01,79455.13,0.0,0.0
304,305.0,6.4631887e-09,9.3034025e-09,70675.59,70704.555,70645.04,0.0,0.0
305,306.0,6.2103407e-09,1.2656944e-08,70675.59,70698.97,70661.57,0.0,0.0
306,307.0,1.5292942e-09,6.57129e-09,79365.305,79442.016,79402.45,0.0,0.0
307,308.0,1.3692694e-09,3.7252188e-09,59644.23,59655.867,59659.016,0.0,0.0
308,309.0,1.9192865e-09,5.568451e-09,54207.27,54150.805,54116.945,0.0,0.0
309,310.0,2.0828428e-09,4.0025347e-09,49736.21,49722.68,49763.54,0.0,0.0
310,311.0,8.64289e-09,1.4488037e-08,88499.19,88583.336,88650.02,0.0,0.0
311,312.0,2.3351854e-09,1.0888603e-08,76862.94,76917.95,76931.36,0.0,0.0
312,313.0,7.9755885e-10,5.660399e-09,70675.59,70698.96,70700.57,0.0,0.0
313,314.0,8.5772305e-09,2.8694249e-08,73025.53,73055.5,73076.52,0.0,0.0
314,315.0,5.1950946e-09,5.973865e-09,49736.21,49722.68,49732.984,0.0,0.0
315,316.0,1.2939052e-09,4.097979e-09,61176.965,61165.02,61179.703,0.0,0.0
316,317.0,1.4930778e-08,2.0755214e-08,89421.805,89508.69,89366.66,0.0,0.0
317,318.0,1.6150286e-09,6.6689663e-09,90693.29,90775.97,90787.26,0.0,0.0
318,319.0,1.2027431e-09,1.0059949e-08,70675.59,70704.55,70712.45,0.0,0.0
319,320.0,1.4709509e-09,4.8351847e-09,70675.59,70704.56,70698.516,0.0,0.0
320,321.0,9.12733e-09,1.818313e-08,70675.59,70698.95,70714.15,0.0,0.0
321,322.0,5.8107217e-09,3.9667178e-08,76862.945,76917.95,76921.77,0.0,0.0
322,323.0,1.8594345e-09,3.0222256e-09,61176.965,61173.66,61165.27,0.0,0.0
323,324.0,4.536603e-09,9.3296935e-09,49736.21,49722.68,49754.66,0.0,0.0
324,325.0,6.0296648e-09,6.41267e-09,91780.18,91867.195,91797.664,0.0,0.0
325,326.0,8.5621454e-10,7.056483e-09,59644.23,59655.867,59639.258,0.0,0.0
326,327.0,8.1046186e-10,4.898656e-09,59644.23,59655.867,59659.08,0.0,0.0
327,328.0,2.4956426e-09,4.895928e-09,54207.27,54150.805,54085.98,0.0,0.0
328,329.0,1.2693172e-09,3.7714165e-09,70675.59,70704.555,70719.05,0.0,0.0
329,330.0,1.2230854e-09,4.551065e-09,61176.973,61173.652,61200.555,0.0,0.0
330,331.0,8.513717e-10,4.7369944e-09,70675.59,70698.96,70709.984,0.0,0.0
331,332.0,1.1375724e-09,1.19198456e-08,59644.23,59655.867,59646.77,0.0,0.0
332,333.0,1.0019691e-09,3.1987624e-09,59644.223,59655.867,59657.18,0.0,0.0
333,334.0,2.1761213e-09,1.0130632e-08,73025.53,73055.49,73083.06,0.0,0.0
334,335.0,1.7022287e-09,6.416939e-09,70675.59,70704.555,70703.78,0.0,0.0
335,336.0,9.055423e-10,2.3941338e-09,89408.66,89491.85,89488.54,0.0,0.0
336,337.0,1.94766e-09,8.5628535e-09,54207.27,54150.8,54128.227,0.0,0.0
337,338.0,4.1699066e-09,1.235062e-08,73025.53,73055.5,73128.47,0.0,0.0
338,339.0,1.7303124e-09,4.8639603e-09,78053.83,78112.39,78102.97,0.0,0.0
339,340.0,8.586607e-10,8.132106e-09,59644.223,59655.867,59626.668,0.0,0.0
340,341.0,6.540749e-10,6.3703265e-09,59644.223,59655.867,59652.285,0.0,0.0
341,342.0,2.1102369e-09,7.583908e-09,59644.23,59655.867,59647.047,0.0,0.0
342,343.0,3.4619407e-09,1.6071015e-08,61176.973,61173.66,61181.547,0.0,0.0
343,344.0,4.3899893e-09,9.34427e-09,59644.23,59655.867,59634.984,0.0,0.0
344,345.0,1.5572794e-09,1.08874225e-08,61176.965,61165.02,61172.508,0.0,0.0
345,346.0,1.1808844e-09,4.210637e-09,59644.223,59655.867,59644.33,0.0,0.0
346,347.0,1.1754052e-09,3.627477e-09,66593.61,66604.97,66620.55,0.0,0.0
347,348.0,3.4795709e-09,5.7527636e-09,49736.215,49722.68,49746.516,0.0,0.0
348,349.0,8.070444e-10,3.7592707e-09,76862.945,76917.95,76903.09,0.0,0.0
349,350.0,3.1342522e-09,5.5825935e-09,45103.61,44973.6,44971.19,0.0,0.0
350,351.0,1.8065518e-09,4.9935673e-09,44670.875,44539.44,44536.645,0.0,0.0
351,352.0,1.4837505e-08,9.973034e-08,76862.94,76917.95,76891.62,0.0,0.0
352,353.0,1.3211007e-09,3.2801428e-09,70675.59,70704.555,70688.33,0.0,0.0
353,354.0,3.5665684e-09,3.7413805e-09,70675.59,70704.555,70697.43,0.0,0.0
354,355.0,4.7204285e-09,4.941983e-09,49736.207,49722.68,49754.227,0.0,0.0
355,356.0,2.809055e-09,1.26819355e-08,70675.586,70698.96,70580.836,0.0,0.0
356,357.0,2.0164717e-09,6.7838166e-09,66593.6,66604.97,66596.54,0.0,0.0
357,358.0,7.390109e-10,3.0694678e-09,79365.305,79442.016,79454.48,0.0,0.0
358,359.0,1.933654e-09,1.1496763e-08,54207.27,54150.8,54160.562,0.0,0.0
359,360.0,2.3869517e-09,3.8650025e-09,70675.59,70704.555,70705.25,0.0,0.0
360,361.0,6.896174e-10,4.3433386e-09,90409.9,90493.766,90509.79,0.0,0.0
361,362.0,9.1592217e-10,2.758104e-09,70675.59,70704.56,70684.1,0.0,0.0
362,363.0,1.5870317e-09,5.760875e-09,76862.94,76917.95,76913.55,0.0,0.0
363,364.0,1.2430521e-09,5.062438e-09,61176.973,61165.02,61156.945,0.0,0.0
364,365.0,1.3786394e-09,6.5034094e-09,54207.27,54150.805,54134.473,0.0,0.0
365,366.0,1.8151552e-09,1.5623597e-08,59644.23,59655.867,59638.016,0.0,0.0
366,367.0,1.3872931e-09,7.823833e-09,73025.53,73055.5,73080.13,0.0,0.0
367,368.0,8.1499046e-10,3.4600995e-09,79365.305,79442.016,79429.28,0.0,0.0
368,369.0,1.8161344e-09,3.4441154e-09,61176.965,61173.66,61180.582,0.0,0.0
369,370.0,6.7944694e-10,4.5950115e-09,70675.59,70698.96,70686.414,0.0,0.0
370,371.0,1.3211775e-08,7.3873982e-09,66593.62,66604.97,66625.0,0.0,0.0
371,372.0,5.8829613e-10,3.466072e-09,78053.83,78112.39,78092.305,0.0,0.0
372,373.0,1.9684951e-09,5.5895577e-09,79365.305,79442.02,79468.09,0.0,0.0
373,374.0,1.6070034e-09,4.6044395e-09,59644.23,59655.867,59651.52,0.0,0.0
374,375.0,4.568302e-09,6.2581993e-09,49736.215,49722.676,49721.125,0.0,0.0
375,376.0,2.7583438e-09,1.2018068e-08,79365.305,79442.016,79426.28,0.0,0.0
376,377.0,9.35708e-10,1.0012555e-08,76862.93,76917.95,76913.266,0.0,0.0
377,378.0,2.1024457e-08,1.0676142e-08,61176.973,61165.02,61053.723,0.0,0.0
378,379.0,2.2351196e-09,1.34314035e-08,79365.31,79442.02,79375.88,0.0,0.0
379,380.0,3.603583e-09,7.0522015e-09,45434.965,45301.363,45303.453,0.0,0.0
380,381.0,1.9431097e-09,4.8893027e-09,59644.223,59655.867,59617.312,0.0,0.0
381,382.0,1.2285015e-09,6.0423493e-09,79365.305,79442.016,79458.76,0.0,0.0
382,383.0,8.362605e-09,9.095127e-09,44284.62,44152.207,44128.227,0.0,0.0
383,384.0,1.0985426e-09,2.7710045e-09,70675.59,70704.555,70690.29,0.0,0.0
384,385.0,1.4312462e-09,3.0332583e-09,79365.305,79442.016,79424.336,0.0,0.0
385,386.0,1.0534028e-09,2.7187343e-09,70675.59,70704.56,70672.27,0.0,0.0
386,387.0,1.6677638e-09,2.5961724e-09,61176.965,61173.652,61214.875,0.0,0.0
387,388.0,1.0979587e-09,3.539121e-09,59644.23,59655.867,59621.61,0.0,0.0
388,389.0,5.5219527e-09,8.8431475e-09,70675.59,70704.56,70711.44,0.0,0.0
389,390.0,1.2029697e-09,8.106549e-09,59644.23,59655.867,59629.777,0.0,0.0
390,391.0,3.1910012e-09,7.0723463e-09,44179.39,44047.035,44039.773,0.0,0.0
391,392.0,4.066e-09,8.151205e-09,49736.21,49722.676,49750.984,0.0,0.0
392,393.0,2.7242317e-09,5.08672e-09,61176.973,61173.652,61176.652,0.0,0.0
393,394.0,9.966336e-10,5.493925e-09,54207.27,54150.805,54137.004,0.0,0.0
394,395.0,6.880884e-09,2.4688898e-08,61176.965,61173.652,61136.41,0.0,0.0
395,396.0,5.232726e-09,3.5545509e-09,78053.836,78112.39,78091.47,0.0,0.0
396,397.0,1.2252921e-09,5.4784093e-09,79365.305,79442.016,79404.12,0.0,0.0
397,398.0,2.3529672e-09,1.7523153e-08,61176.973,61165.027,61158.23,0.0,0.0
398,399.0,2.047903e-09,6.301999e-09,49736.215,49722.676,49735.91,0.0,0.0
399,400.0,1.4291168e-08,1.4248934e-08,73025.53,73055.5,73117.81,0.0,0.0
400,401.0,7.871167e-10,4.993659e-09,61176.973,61165.02,61175.938,0.0,0.0
401,402.0,2.4744837e-09,4.5503565e-09,61176.965,61173.652,61188.855,0.0,0.0
402,403.0,9.810796e-09,2.3673225e-08,49736.207,49722.676,49745.375,0.0,0.0
403,404.0,3.5934538e-09,4.1900976e-09,66593.62,66604.97,66613.35,0.0,0.0
404,405.0,3.161899e-09,1.580596e-08,76862.94,76917.95,76870.84,0.0,0.0
405,406.0,3.7323615e-09,1.9014944e-08,76862.945,76917.96,76920.92,0.0,0.0
406,407.0,1.8935804e-09,1.3840883e-08,61176.973,61165.02,61161.453,0.0,0.0
407,408.0,1.9707374e-09,9.762224e-09,66593.61,66604.97,66648.32,0.0,0.0
408,409.0,1.1524102e-09,2.991265e-09,59644.23,59655.86,59662.41,0.0,0.0
409,410.0,2.6834759e-09,7.1321407e-09,73025.54,73055.5,73073.73,0.0,0.0
410,411.0,2.4840394e-09,5.6590275e-09,66593.61,66604.97,66640.5,0.0,0.0
411,412.0,1.7902198e-09,2.8978575e-09,61176.965,61173.652,61146.89,0.0,0.0
412,413.0,5.2706733e-10,3.5528025e-09,79365.305,79442.016,79432.53,0.0,0.0
413,414.0,7.3479955e-09,4.027351e-08,54207.27,54150.8,54134.99,0.0,0.0
414,415.0,1.4313342e-09,5.5169482e-09,61176.965,61165.02,61148.547,0.0,0.0
415,416.0,1.1220584e-09,7.678656e-09,73025.53,73055.51,73084.28,0.0,0.0
416,417.0,1.900068e-09,2.4803941e-09,54207.266,54150.805,54123.707,0.0,0.0
417,418.0,9.589929e-09,1.4258409e-08,54207.273,54150.8,54111.64,0.0,0.0
418,419.0,3.6297918e-09,5.3648392e-09,70675.59,70704.555,70656.37,0.0,0.0
419,420.0,9.338501e-10,4.7375464e-09,54207.273,54150.8,54147.484,0.0,0.0
420,421.0,1.3243069e-08,4.2882835e-08,76862.945,76917.95,76742.55,0.0,0.0
421,422.0,1.2432468e-09,4.9802384e-09,54207.266,54150.805,54151.812,0.0,0.0
422,423.0,2.3191271e-09,9.4883355e-09,73025.53,73055.5,73037.29,0.0,0.0
423,424.0,2.2612188e-09,9.048423e-09,61176.973,61173.652,61148.305,0.0,0.0
424,425.0,9.906714e-10,4.097882e-09,79365.305,79442.01,79450.16,0.0,0.0
425,426.0,3.5431569e-09,9.548344e-09,78053.836,78112.4,78060.03,0.0,0.0
426,427.0,2.0107946e-09,8.420978e-09,59644.23,59655.867,59606.93,0.0,0.0
427,428.0,4.312545e-09,5.244226e-09,49736.21,49722.676,49729.203,0.0,0.0
428,429.0,2.5540428e-09,1.16116565e-08,78053.83,78112.4,78072.03,0.0,0.0
429,430.0,2.660979e-09,5.999647e-09,78053.83,78112.4,78089.87,0.0,0.0
430,431.0,1.2822023e-09,7.1533828e-09,70675.59,70698.95,70698.34,0.0,0.0
431,432.0,5.0320343e-09,5.885486e-09,76862.94,76917.96,76932.78,0.0,0.0
432,433.0,8.8958557e-10,3.778694e-09,76862.94,76917.96,76918.42,0.0,0.0
433,434.0,3.0174065e-09,2.3743388e-08,61176.973,61173.66,61178.215,0.0,0.0
434,435.0,8.172817e-10,1.12337055e-08,66593.61,66604.97,66599.0,0.0,0.0
435,436.0,2.0622979e-09,4.9653277e-09,73025.53,73055.49,73062.016,0.0,0.0
436,437.0,7.129323e-10,3.7594003e-09,54207.266,54150.8,54151.234,0.0,0.0
437,438.0,2.8835645e-09,3.3804695e-09,61176.957,61165.027,61157.152,0.0,0.0
438,439.0,5.8917343e-10,2.7631109e-09,78053.83,78112.39,78123.03,0.0,0.0
439,440.0,1.8941973e-08,3.81634e-08,70675.59,70698.96,70442.05,0.0,0.0
440,441.0,7.6450146e-10,3.607204e-09,79365.31,79442.02,79452.53,0.0,0.0
441,442.0,1.6112972e-09,7.6606215e-09,70675.59,70698.96,70744.94,0.0,0.0
442,443.0,2.767734e-09,1.6768984e-08,66593.61,66604.97,66597.484,0.0,0.0
443,444.0,2.8114464e-09,5.2532836e-09,76862.94,76917.95,76878.47,0.0,0.0
444,445.0,2.1341426e-09,8.059838e-09,59644.23,59655.867,59630.18,0.0,0.0
445,446.0,5.9540586e-09,2.6216322e-08,49736.21,49722.68,49743.992,0.0,0.0
446,447.0,1.2117115e-09,8.221616e-09,70675.59,70698.96,70693.01,0.0,0.0
447,448.0,3.442484e-09,4.309977e-09,49736.215,49722.676,49738.793,0.0,0.0
448,449.0,8.4504237e-10,6.0136243e-09,59644.223,59655.867,59634.867,0.0,0.0
449,450.0,6.918795e-10,5.183762e-09,89102.234,89185.84,89210.22,0.0,0.0
450,451.0,2.5283027e-09,2.8391298e-09,59644.23,59655.867,59646.777,0.0,0.0
451,452.0,3.799896e-09,1.2972494e-08,70675.586,70698.95,70706.695,0.0,0.0
452,453.0,1.6520462e-09,8.885149e-09,79365.305,79442.016,79458.03,0.0,0.0
453,454.0,1.5144698e-09,4.144336e-09,78053.83,78112.4,78120.164,0.0,0.0
454,455.0,5.408399e-09,1.2256022e-08,49736.215,49722.68,49719.668,0.0,0.0
455,456.0,1.1726057e-09,8.563668e-09,66593.61,66604.97,66622.51,0.0,0.0
456,457.0,1.2185729e-09,7.458507e-09,79365.305,79442.016,79453.27,0.0,0.0
457,458.0,3.6795624e-09,7.597549e-09,66593.62,66604.97,66606.516,0.0,0.0
458,459.0,5.4322578e-09,4.282625e-09,54207.27,54150.805,54117.324,0.0,0.0
459,460.0,4.176201e-10,5.66437e-09,92149.14,92234.74,92208.445,0.0,0.0
460,461.0,1.5274303e-08,4.934939e-09,70675.59,70698.96,70773.625,0.0,0.0
461,462.0,3.9745647e-09,4.409995e-09,61176.965,61173.66,61153.617,0.0,0.0
462,463.0,2.9533647e-09,4.6004787e-09,79365.31,79442.02,79459.66,0.0,0.0
463,464.0,3.128358e-09,1.1359047e-08,70675.59,70698.95,70712.53,0.0,0.0
464,465.0,1.683451e-09,3.556345e-09,45004.97,44875.07,44882.406,0.0,0.0
465,466.0,1.6911914e-09,1.998101e-08,59644.23,59655.867,59673.242,0.0,0.0
466,467.0,1.0810616e-09,9.465666e-09,70675.59,70698.96,70719.73,0.0,0.0
467,468.0,4.891179e-09,2.1650436e-08,61176.965,61173.66,61148.14,0.0,0.0
468,469.0,8.561451e-10,9.40037e-09,59644.223,59655.867,59637.195,0.0,0.0
469,470.0,2.2912447e-09,7.250703e-09,45097.63,44970.402,44989.336,0.0,0.0
470,471.0,1.0468131e-09,1.5997173e-08,90663.5,90750.98,90794.86,0.0,0.0
471,472.0,2.6168268e-09,1.2774336e-08,76862.94,76917.96,76882.94,0.0,0.0
472,473.0,1.0705123e-09,5.177341e-09,70675.59,70704.555,70719.9,0.0,0.0
473,474.0,8.8070684e-10,8.242385e-09,78053.83,78112.39,78092.086,0.0,0.0
474,475.0,2.3155544e-09,6.566583e-09,43463.63,43329.902,43305.234,0.0,0.0
475,476.0,1.9312827e-09,8.159171e-09,90393.48,90475.375,90429.62,0.0,0.0
476,477.0,8.223512e-10,4.4314055e-09,79365.31,79442.016,79434.19,0.0,0.0
477,478.0,1.2541267e-09,6.349285e-09,78053.836,78112.4,78110.555,0.0,0.0
478,479.0,2.1027304e-09,8.4781355e-09,90478.914,90562.664,90546.664,0.0,0.0
479,480.0,1.4153854e-09,6.844912e-09,70675.59,70698.96,70712.13,0.0,0.0
480,481.0,2.5292677e-09,2.3783882e-09,70675.59,70704.555,70721.96,0.0,0.0
481,482.0,8.913801e-10,6.01128e-09,79365.305,79442.016,79451.41,0.0,0.0
482,483.0,7.272751e-09,1.3013953e-08,61176.973,61165.02,61153.5,0.0,0.0
483,484.0,6.1102736e-09,1.6692992e-08,49736.21,49722.68,49739.918,0.0,0.0
484,485.0,5.425007e-09,1.015636e-08,78053.83,78112.39,78084.58,0.0,0.0
485,486.0,3.1606082e-09,1.1622678e-08,79365.3,79442.016,79439.86,0.0,0.0
486,487.0,8.882939e-10,1.1725842e-08,76862.94,76917.95,76897.16,0.0,0.0
487,488.0,4.29304e-09,8.885834e-09,44204.094,44072.38,44055.98,0.0,0.0
488,489.0,1.5408119e-09,8.5785254e-09,76862.94,76917.96,76890.34,0.0,0.0
489,490.0,9.55002e-10,4.127394e-09,70675.59,70704.56,70699.836,0.0,0.0
490,491.0,5.3006293e-09,3.0330927e-09,78053.82,78112.4,78121.164,0.0,0.0
491,492.0,1.4520131e-09,5.1212536e-09,61176.965,61173.652,61188.33,0.0,0.0
492,493.0,1.5562658e-09,5.955874e-09,61176.973,61165.027,61178.98,0.0,0.0
493,494.0,8.2814733e-10,1.0629566e-08,76862.94,76917.96,76882.09,0.0,0.0
494,495.0,3.9178465e-09,3.746868e-09,49736.215,49722.68,49720.86,0.0,0.0
495,496.0,1.0370343e-08,5.5077425e-08,79365.305,79442.016,79414.59,0.0,0.0
496,497.0,2.1428002e-09,1.6339355e-08,66593.61,66604.97,66621.625,0.0,0.0
497,498.0,9.494059e-09,2.2990019e-08,54207.27,54150.8,54205.86,0.0,0.0
498,499.0,2.4522562e-09,1.4511231e-08,70675.59,70698.96,70713.86,0.0,0.0
499,500.0,1.4914883e-09,1.4351353e-08,73025.54,73055.51,73069.17,0.0,0.0
500,501.0,3.1048704e-09,1.7613779e-08,66593.62,66604.97,66606.04,0.0,0.0
501,502.0,4.429774e-09,2.3045182e-08,66593.61,66604.97,66557.74,0.0,0.0
502,503.0,1.6593348e-09,1.719791e-08,61176.965,61165.027,61143.098,0.0,0.0
503,504.0,1.6641395e-09,2.4572193e-09,90351.76,90436.59,90416.53,0.0,0.0
504,505.0,2.8069174e-09,1.0194815e-08,61176.973,61165.02,61160.742,0.0,0.0
505,506.0,1.8953645e-09,5.6673297e-09,79365.31,79442.016,79413.34,0.0,0.0
506,507.0,3.7414654e-09,4.142825e-09,61176.965,61173.652,61157.207,0.0,0.0
507,508.0,1.7866633e-09,5.314127e-09,70675.59,70698.96,70695.945,0.0,0.0
508,509.0,2.0371262e-09,1.9588175e-08,73025.53,73055.5,73056.05,0.0,0.0
509,510.0,2.3886517e-09,7.732596e-09,70675.59,70704.555,70698.16,0.0,0.0
510,511.0,2.1670181e-09,9.962339e-09,59644.223,59655.867,59661.938,0.0,0.0
511,512.0,4.346637e-09,4.919918e-09,61176.973,61173.652,61162.348,0.0,0.0
512,513.0,1.0125842e-09,8.718589e-09,54207.27,54150.805,54139.215,0.0,0.0
513,514.0,4.2189474e-09,5.0719753e-09,66593.61,66604.97,66625.266,0.0,0.0
514,515.0,1.2261361e-09,4.933848e-09,70675.59,70698.95,70674.586,0.0,0.0
515,516.0,6.8589023e-09,9.972826e-09,49736.207,49722.676,49711.797,0.0,0.0
516,517.0,1.968197e-09,3.9218326e-09,61176.965,61173.652,61145.59,0.0,0.0
517,518.0,2.0626563e-09,4.849982e-09,61176.965,61165.02,61146.812,0.0,0.0
518,519.0,2.617428e-09,1.1777643e-08,79365.305,79442.016,79344.78,0.0,0.0
519,520.0,1.6190269e-09,3.26843e-08,73025.53,73055.5,73074.59,0.0,0.0
520,521.0,1.6026994e-09,1.262112e-08,66593.62,66604.97,66585.44,0.0,0.0
521,522.0,2.2003555e-08,6.301666e-08,59644.23,59655.867,59569.465,0.0,0.0
522,523.0,1.2345968e-09,6.1352874e-09,61176.965,61173.652,61155.055,0.0,0.0
523,524.0,3.030876e-09,2.5542266e-09,70675.59,70704.56,70675.71,0.0,0.0
524,525.0,1.3186746e-09,3.858252e-09,79365.305,79442.01,79455.49,0.0,0.0
525,526.0,2.1851616e-09,2.042037e-08,54207.273,54150.8,54121.734,0.0,0.0
526,527.0,1.5756567e-09,1.7960083e-08,73025.54,73055.51,73042.945,0.0,0.0
527,528.0,1.3773653e-08,2.2420132e-08,49736.207,49722.68,49714.746,0.0,0.0
528,529.0,3.2581289e-09,4.9538933e-09,49736.21,49722.68,49747.76,0.0,0.0
529,530.0,1.866322e-09,1.0616792e-08,54207.27,54150.8,54137.074,0.0,0.0
